event_index,event_id,event_title,group,item_index,item_id,field,current_text,new_text,notes
4,armor-hole-trivia,板甲上的奇怪开口,attributions,3,jokes-also-have-power,label,玩笑也有权力方向,,人格归因按钮主文案
4,armor-hole-trivia,板甲上的奇怪开口,attributions,3,jokes-also-have-power,description,你不再把所有起哄都当成无害气氛。,,人格归因说明
4,armor-hole-trivia,板甲上的奇怪开口,attributions,4,absurdity-can-be-made-into-material,label,荒诞也能变成素材,,人格归因按钮主文案
4,armor-hole-trivia,板甲上的奇怪开口,attributions,4,absurdity-can-be-made-into-material,description,你把这个怪题收进自己的素材库，准备以后写成段子或小作品。,,人格归因说明
5,friend-last-minute-cancel,朋友临时取消,event,,friend-last-minute-cancel,title,朋友临时取消,,事件标题
5,friend-last-minute-cancel,朋友临时取消,event,,friend-last-minute-cancel,text,你提前空出晚上，连路线都查好了。出门前半小时，朋友发来一句“今天有点累，下次吧”。你回了个“没事”，但手机放下后，房间突然安静得有点刺耳。,,事件正文
5,friend-last-minute-cancel,朋友临时取消,firstReactions,1,say-fine-but-sink,text,嘴上想回没事，心里已经沉下去了。,,第一反应选项，玩家可见
5,friend-last-minute-cancel,朋友临时取消,firstReactions,1,say-fine-but-sink,tone,受伤,,内部倾向，可改但不会直接显示
5,friend-last-minute-cancel,朋友临时取消,firstReactions,2,maybe-they-are-tired,text,也许对方真的累了，我先别把话说重。,,第一反应选项，玩家可见
5,friend-last-minute-cancel,朋友临时取消,firstReactions,2,maybe-they-are-tired,tone,体谅,,内部倾向，可改但不会直接显示
5,friend-last-minute-cancel,朋友临时取消,firstReactions,3,my-time-counts,text,可我也安排了时间啊，不能每次都这么轻。,,第一反应选项，玩家可见
5,friend-last-minute-cancel,朋友临时取消,firstReactions,3,my-time-counts,tone,边界,,内部倾向，可改但不会直接显示
5,friend-last-minute-cancel,朋友临时取消,firstReactions,4,pull-back-next-time,text,那我以后也别这么认真约了。,,第一反应选项，玩家可见
5,friend-last-minute-cancel,朋友临时取消,firstReactions,4,pull-back-next-time,tone,退后,,内部倾向，可改但不会直接显示
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,1,late-tone,label,轻飘飘的语气,,注意力标题/标签
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,1,late-tone,text,对方说得很轻，好像你的等待不需要被认真交代。,,注意力浮现文案
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,1,late-tone,description,对方说得很轻，好像你的等待不需要被认真交代。,,注意力说明
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,1,late-tone,type,tone,,注意力统计类型
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,2,time-cost,label,时间成本,,注意力标题/标签
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,2,time-cost,text,你为了这个约定重新安排了晚上的节奏。,,注意力浮现文案
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,2,time-cost,description,你为了这个约定重新安排了晚上的节奏。,,注意力说明
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,2,time-cost,type,responsibility,,注意力统计类型
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,3,relationship-rank,label,关系排序,,注意力标题/标签
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,3,relationship-rank,text,你开始怀疑自己是不是对这段关系投入得更多。,,注意力浮现文案
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,3,relationship-rank,description,你开始怀疑自己是不是对这段关系投入得更多。,,注意力说明
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,3,relationship-rank,type,relationship-change,,注意力统计类型
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,4,other-tiredness,label,对方也许真的累,,注意力标题/标签
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,4,other-tiredness,text,取消可能不是针对你，而是对方确实没力气社交。,,注意力浮现文案
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,4,other-tiredness,description,取消可能不是针对你，而是对方确实没力气社交。,,注意力说明
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,4,other-tiredness,type,other-motive,,注意力统计类型
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,5,leftover-evening,label,突然空出来的晚上,,注意力标题/标签
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,5,leftover-evening,text,这段时间可以被浪费，也可以被重新拿回来。,,注意力浮现文案
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,5,leftover-evening,description,这段时间可以被浪费，也可以被重新拿回来。,,注意力说明
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,5,leftover-evening,type,long-term-signal,,注意力统计类型
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,6,unspoken-disappointment,label,没说出口的失望,,注意力标题/标签
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,6,unspoken-disappointment,text,你说没事，但身体并不觉得真的没事。,,注意力浮现文案
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,6,unspoken-disappointment,description,你说没事，但身体并不觉得真的没事。,,注意力说明
5,friend-last-minute-cancel,朋友临时取消,attentionHooks,6,unspoken-disappointment,type,tone,,注意力统计类型
5,friend-last-minute-cancel,朋友临时取消,tags,1,i-am-not-important,label,看来我没那么重要,,事件标注按钮主文案
5,friend-last-minute-cancel,朋友临时取消,tags,1,i-am-not-important,description,把临时取消理解成自己在关系里的位置不高。,,事件标注说明
5,friend-last-minute-cancel,朋友临时取消,tags,2,they-are-just-tired,label,也许对方真的撑不住了,,事件标注按钮主文案
5,friend-last-minute-cancel,朋友临时取消,tags,2,they-are-just-tired,description,先给对方留一个不是故意伤人的解释。,,事件标注说明
5,friend-last-minute-cancel,朋友临时取消,tags,3,my-time-was-not-respected,label,我的时间被随手放掉了,,事件标注按钮主文案
5,friend-last-minute-cancel,朋友临时取消,tags,3,my-time-was-not-respected,description,重点不是取消，而是你付出的安排没有被看见。,,事件标注说明
5,friend-last-minute-cancel,朋友临时取消,tags,4,i-should-not-expect,label,我不该期待太多,,事件标注按钮主文案
5,friend-last-minute-cancel,朋友临时取消,tags,4,i-should-not-expect,description,把失望收回自己身上，提醒自己以后别太认真。,,事件标注说明
5,friend-last-minute-cancel,朋友临时取消,behaviors,1,say-its-okay,label,继续回“没事”,,行为回应按钮主文案
5,friend-last-minute-cancel,朋友临时取消,behaviors,1,say-its-okay,description,把不舒服压下去，不让对方觉得你麻烦。,,行为回应说明
5,friend-last-minute-cancel,朋友临时取消,behaviors,2,name-disappointment,label,说出有点失望,,行为回应按钮主文案
5,friend-last-minute-cancel,朋友临时取消,behaviors,2,name-disappointment,description,平静告诉对方你已经安排好了时间。,,行为回应说明
5,friend-last-minute-cancel,朋友临时取消,behaviors,3,make-solo-plan,label,把晚上改成自己的计划,,行为回应按钮主文案
5,friend-last-minute-cancel,朋友临时取消,behaviors,3,make-solo-plan,description,出门吃点东西，或者做一件原本想做的小事。,,行为回应说明
5,friend-last-minute-cancel,朋友临时取消,behaviors,4,stop-initiating,label,以后少主动约,,行为回应按钮主文案
5,friend-last-minute-cancel,朋友临时取消,behaviors,4,stop-initiating,description,不吵，也不问，只在心里把距离放远一点。,,行为回应说明
5,friend-last-minute-cancel,朋友临时取消,attributions,1,i-need-clearer-boundaries,label,我需要更清楚地保护时间,,人格归因按钮主文案
5,friend-last-minute-cancel,朋友临时取消,attributions,1,i-need-clearer-boundaries,description,以后约定要更早确认，也允许自己表达成本。,,人格归因说明
5,friend-last-minute-cancel,朋友临时取消,attributions,2,maybe-i-am-too-needy,label,可能是我太需要被重视了,,人格归因按钮主文案
5,friend-last-minute-cancel,朋友临时取消,attributions,2,maybe-i-am-too-needy,description,把痛感归因于自己太在意关系回应。,,人格归因说明
5,friend-last-minute-cancel,朋友临时取消,attributions,3,relationships-need-reciprocity,label,关系应该有来有回,,人格归因按钮主文案
5,friend-last-minute-cancel,朋友临时取消,attributions,3,relationships-need-reciprocity,description,把这次当成观察双方投入是否对等的信号。,,人格归因说明
5,friend-last-minute-cancel,朋友临时取消,attributions,4,distance-keeps-me-safe,label,少期待就少受伤,,人格归因按钮主文案
5,friend-last-minute-cancel,朋友临时取消,attributions,4,distance-keeps-me-safe,description,以后降低暴露，减少把期待交到别人手里。,,人格归因说明
6,work-credit-taken,成果被轻轻拿走,event,,work-credit-taken,title,成果被轻轻拿走,,事件标题
6,work-credit-taken,成果被轻轻拿走,event,,work-credit-taken,text,你连续改了三版方案，终于把问题理顺。会议上，同事用一句“我们这边整理了一下”带过，然后把你的核心想法讲了出来。大家点头，主管夸他说得清楚。,,事件正文
6,work-credit-taken,成果被轻轻拿走,firstReactions,1,did-he-just-take-it,text,等一下，他是不是把我的东西讲成他的了？,,第一反应选项，玩家可见
6,work-credit-taken,成果被轻轻拿走,firstReactions,1,did-he-just-take-it,tone,警觉,,内部倾向，可改但不会直接显示
6,work-credit-taken,成果被轻轻拿走,firstReactions,2,should-have-left-traces,text,怪我没提前留痕，才会被一句话带过去。,,第一反应选项，玩家可见
6,work-credit-taken,成果被轻轻拿走,firstReactions,2,should-have-left-traces,tone,自责,,内部倾向，可改但不会直接显示
6,work-credit-taken,成果被轻轻拿走,firstReactions,3,say-it-now,text,不行，我得当场把来源补回来。,,第一反应选项，玩家可见
6,work-credit-taken,成果被轻轻拿走,firstReactions,3,say-it-now,tone,争取,,内部倾向，可改但不会直接显示
6,work-credit-taken,成果被轻轻拿走,firstReactions,4,watch-the-table,text,先看清这张桌上谁的话最有重量。,,第一反应选项，玩家可见
6,work-credit-taken,成果被轻轻拿走,firstReactions,4,watch-the-table,tone,观察,,内部倾向，可改但不会直接显示
6,work-credit-taken,成果被轻轻拿走,attentionHooks,1,credit-language,label,模糊的归属,,注意力标题/标签
6,work-credit-taken,成果被轻轻拿走,attentionHooks,1,credit-language,text,“我们这边”把具体劳动变成了一团雾。,,注意力浮现文案
6,work-credit-taken,成果被轻轻拿走,attentionHooks,1,credit-language,description,“我们这边”把具体劳动变成了一团雾。,,注意力说明
6,work-credit-taken,成果被轻轻拿走,attentionHooks,1,credit-language,type,tone,,注意力统计类型
6,work-credit-taken,成果被轻轻拿走,attentionHooks,2,meeting-power,label,会议权力关系,,注意力标题/标签
6,work-credit-taken,成果被轻轻拿走,attentionHooks,2,meeting-power,text,谁在会议里开口，谁就更容易拥有成果。,,注意力浮现文案
6,work-credit-taken,成果被轻轻拿走,attentionHooks,2,meeting-power,description,谁在会议里开口，谁就更容易拥有成果。,,注意力说明
6,work-credit-taken,成果被轻轻拿走,attentionHooks,2,meeting-power,type,power-relation,,注意力统计类型
6,work-credit-taken,成果被轻轻拿走,attentionHooks,3,proof-gap,label,证据缺口,,注意力标题/标签
6,work-credit-taken,成果被轻轻拿走,attentionHooks,3,proof-gap,text,你知道自己做了很多，但现场没有留下清晰记录。,,注意力浮现文案
6,work-credit-taken,成果被轻轻拿走,attentionHooks,3,proof-gap,description,你知道自己做了很多，但现场没有留下清晰记录。,,注意力说明
6,work-credit-taken,成果被轻轻拿走,attentionHooks,3,proof-gap,type,rule,,注意力统计类型
6,work-credit-taken,成果被轻轻拿走,attentionHooks,4,anger-signal,label,被冒领的火气,,注意力标题/标签
6,work-credit-taken,成果被轻轻拿走,attentionHooks,4,anger-signal,text,愤怒提醒你：这不是简单的表达顺序问题。,,注意力浮现文案
6,work-credit-taken,成果被轻轻拿走,attentionHooks,4,anger-signal,description,愤怒提醒你：这不是简单的表达顺序问题。,,注意力说明
6,work-credit-taken,成果被轻轻拿走,attentionHooks,4,anger-signal,type,hostility,,注意力统计类型
6,work-credit-taken,成果被轻轻拿走,attentionHooks,5,future-pattern,label,长期模式,,注意力标题/标签
6,work-credit-taken,成果被轻轻拿走,attentionHooks,5,future-pattern,text,如果这次不处理，下次可能还是同样的剧本。,,注意力浮现文案
6,work-credit-taken,成果被轻轻拿走,attentionHooks,5,future-pattern,description,如果这次不处理，下次可能还是同样的剧本。,,注意力说明
6,work-credit-taken,成果被轻轻拿走,attentionHooks,5,future-pattern,type,long-term-signal,,注意力统计类型
6,work-credit-taken,成果被轻轻拿走,attentionHooks,6,collaboration-possibility,label,合作余地,,注意力标题/标签
6,work-credit-taken,成果被轻轻拿走,attentionHooks,6,collaboration-possibility,text,也许还能把归属说清，而不是马上撕破脸。,,注意力浮现文案
6,work-credit-taken,成果被轻轻拿走,attentionHooks,6,collaboration-possibility,description,也许还能把归属说清，而不是马上撕破脸。,,注意力说明
6,work-credit-taken,成果被轻轻拿走,attentionHooks,6,collaboration-possibility,type,other-motive,,注意力统计类型
6,work-credit-taken,成果被轻轻拿走,tags,1,they-stole-my-work,label,他把我的东西拿走了,,事件标注按钮主文案
6,work-credit-taken,成果被轻轻拿走,tags,1,they-stole-my-work,description,把现场理解成劳动成果被别人占了位置。,,事件标注说明
6,work-credit-taken,成果被轻轻拿走,tags,2,i-did-not-mark-credit,label,是我没有提前标清楚,,事件标注按钮主文案
6,work-credit-taken,成果被轻轻拿走,tags,2,i-did-not-mark-credit,description,把问题归到自己没有留痕和声明边界。,,事件标注说明
6,work-credit-taken,成果被轻轻拿走,tags,3,workplace-rewards-speakers,label,这里奖励会抢话的人,,事件标注按钮主文案
6,work-credit-taken,成果被轻轻拿走,tags,3,workplace-rewards-speakers,description,看到环境更奖赏发言权，而不是真实贡献。,,事件标注说明
6,work-credit-taken,成果被轻轻拿走,tags,4,maybe-team-credit,label,也许他只是当成团队成果,,事件标注按钮主文案
6,work-credit-taken,成果被轻轻拿走,tags,4,maybe-team-credit,description,先保留对方不是恶意冒领的可能。,,事件标注说明
6,work-credit-taken,成果被轻轻拿走,behaviors,1,add-context-in-meeting,label,当场补一句来源,,行为回应按钮主文案
6,work-credit-taken,成果被轻轻拿走,behaviors,1,add-context-in-meeting,description,平静补充：这个版本是你前面三版里推出来的。,,行为回应说明
6,work-credit-taken,成果被轻轻拿走,behaviors,2,write-followup,label,会后发纪要留痕,,行为回应按钮主文案
6,work-credit-taken,成果被轻轻拿走,behaviors,2,write-followup,description,把方案脉络和自己的贡献写进邮件或文档。,,行为回应说明
6,work-credit-taken,成果被轻轻拿走,behaviors,3,swallow-credit,label,算了，别把场面弄僵,,行为回应按钮主文案
6,work-credit-taken,成果被轻轻拿走,behaviors,3,swallow-credit,description,忍下这口气，让会议继续往下走。,,行为回应说明
6,work-credit-taken,成果被轻轻拿走,behaviors,4,private-warning,label,私下提醒他别再这样,,行为回应按钮主文案
6,work-credit-taken,成果被轻轻拿走,behaviors,4,private-warning,description,会后直接说明这件事让你不舒服。,,行为回应说明
6,work-credit-taken,成果被轻轻拿走,attributions,1,document-my-work,label,以后我要让贡献有证据,,人格归因按钮主文案
6,work-credit-taken,成果被轻轻拿走,attributions,1,document-my-work,description,把经验沉淀为留痕、命名和提前同步。,,人格归因说明
6,work-credit-taken,成果被轻轻拿走,attributions,2,watch-power-flow,label,我要看清谁在拿走话语权,,人格归因按钮主文案
6,work-credit-taken,成果被轻轻拿走,attributions,2,watch-power-flow,description,把注意力放到会议结构和权力流向上。,,人格归因说明
6,work-credit-taken,成果被轻轻拿走,attributions,3,fight-for-credit,label,该争的时候不能再让,,人格归因按钮主文案
6,work-credit-taken,成果被轻轻拿走,attributions,3,fight-for-credit,description,把受伤转成明确夺回归属的冲动。,,人格归因说明
6,work-credit-taken,成果被轻轻拿走,attributions,4,make-better-system,label,我要把协作流程做清楚,,人格归因按钮主文案
6,work-credit-taken,成果被轻轻拿走,attributions,4,make-better-system,description,不只保护自己，也让团队分工更透明。,,人格归因说明
7,interview-vague-rejection,面试里的模糊否定,event,,interview-vague-rejection,title,面试里的模糊否定,,事件标题
7,interview-vague-rejection,面试里的模糊否定,event,,interview-vague-rejection,text,面试官听完你的经历，笑着说“整体还可以，但我们可能需要更匹配的人”。你问哪里不匹配，对方只说“综合感觉吧”。走出楼下大门时，你突然开始怀疑自己是不是哪里都不够。,,事件正文
7,interview-vague-rejection,面试里的模糊否定,firstReactions,1,what-is-not-matching,text,“不匹配”到底是什么意思？这话像雾一样。,,第一反应选项，玩家可见
7,interview-vague-rejection,面试里的模糊否定,firstReactions,1,what-is-not-matching,tone,追问,,内部倾向，可改但不会直接显示
7,interview-vague-rejection,面试里的模糊否定,firstReactions,2,maybe-i-am-not-enough,text,是不是我整个人都不够好。,,第一反应选项，玩家可见
7,interview-vague-rejection,面试里的模糊否定,firstReactions,2,maybe-i-am-not-enough,tone,自疑,,内部倾向，可改但不会直接显示
7,interview-vague-rejection,面试里的模糊否定,firstReactions,3,they-hold-the-door,text,门在他们手里，我只能猜他们为什么不让我进。,,第一反应选项，玩家可见
7,interview-vague-rejection,面试里的模糊否定,firstReactions,3,they-hold-the-door,tone,权力,,内部倾向，可改但不会直接显示
7,interview-vague-rejection,面试里的模糊否定,firstReactions,4,take-notes-later,text,先记下来，回去把这场面试拆开看。,,第一反应选项，玩家可见
7,interview-vague-rejection,面试里的模糊否定,firstReactions,4,take-notes-later,tone,复盘,,内部倾向，可改但不会直接显示
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,1,polite-vagueness,label,礼貌的模糊,,注意力标题/标签
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,1,polite-vagueness,text,对方没有攻击你，但也没有给出可修正的信息。,,注意力浮现文案
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,1,polite-vagueness,description,对方没有攻击你，但也没有给出可修正的信息。,,注意力说明
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,1,polite-vagueness,type,tone,,注意力统计类型
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,2,criteria-missing,label,标准缺失,,注意力标题/标签
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,2,criteria-missing,text,你不知道“不匹配”到底指能力、气质还是预算。,,注意力浮现文案
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,2,criteria-missing,description,你不知道“不匹配”到底指能力、气质还是预算。,,注意力说明
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,2,criteria-missing,type,rule,,注意力统计类型
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,3,gatekeeping,label,筛选权力,,注意力标题/标签
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,3,gatekeeping,text,对方掌握评价权，你只能从一句话里猜答案。,,注意力浮现文案
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,3,gatekeeping,description,对方掌握评价权，你只能从一句话里猜答案。,,注意力说明
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,3,gatekeeping,type,power-relation,,注意力统计类型
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,4,self-doubt,label,自我怀疑,,注意力标题/标签
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,4,self-doubt,text,模糊反馈很容易扩散成对整个人的否定。,,注意力浮现文案
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,4,self-doubt,description,模糊反馈很容易扩散成对整个人的否定。,,注意力说明
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,4,self-doubt,type,vulnerability,,注意力统计类型
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,5,learning-signal,label,可追问的信息,,注意力标题/标签
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,5,learning-signal,text,即使对方不给标准，你也可以整理自己的复盘问题。,,注意力浮现文案
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,5,learning-signal,description,即使对方不给标准，你也可以整理自己的复盘问题。,,注意力说明
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,5,learning-signal,type,process,,注意力统计类型
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,6,hidden-hostility,label,被轻轻挡回去,,注意力标题/标签
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,6,hidden-hostility,text,温和措辞背后仍然有一种被关在门外的感觉。,,注意力浮现文案
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,6,hidden-hostility,description,温和措辞背后仍然有一种被关在门外的感觉。,,注意力说明
7,interview-vague-rejection,面试里的模糊否定,attentionHooks,6,hidden-hostility,type,attack-signal,,注意力统计类型
7,interview-vague-rejection,面试里的模糊否定,tags,1,i-am-not-good-enough,label,可能我真的不够好,,事件标注按钮主文案
7,interview-vague-rejection,面试里的模糊否定,tags,1,i-am-not-good-enough,description,把模糊否定扩展成对能力和价值的怀疑。,,事件标注说明
7,interview-vague-rejection,面试里的模糊否定,tags,2,they-did-not-give-criteria,label,他们根本没给标准,,事件标注按钮主文案
7,interview-vague-rejection,面试里的模糊否定,tags,2,they-did-not-give-criteria,description,把焦点放回不透明的筛选和反馈方式。,,事件标注说明
7,interview-vague-rejection,面试里的模糊否定,tags,3,this-job-not-fit,label,也许只是这份工作不合适,,事件标注按钮主文案
7,interview-vague-rejection,面试里的模糊否定,tags,3,this-job-not-fit,description,把结果看成匹配失败，而不是人格失败。,,事件标注说明
7,interview-vague-rejection,面试里的模糊否定,tags,4,they-looked-down-on-me,label,他们是不是看不上我,,事件标注按钮主文案
7,interview-vague-rejection,面试里的模糊否定,tags,4,they-looked-down-on-me,description,把礼貌话听成被压低和被筛掉的信号。,,事件标注说明
7,interview-vague-rejection,面试里的模糊否定,behaviors,1,ask-specific-feedback,label,追问一个具体标准,,行为回应按钮主文案
7,interview-vague-rejection,面试里的模糊否定,behaviors,1,ask-specific-feedback,description,礼貌请求对方说出最主要的不匹配点。,,行为回应说明
7,interview-vague-rejection,面试里的模糊否定,behaviors,2,go-home-collapse,label,回家躺着怀疑人生,,行为回应按钮主文案
7,interview-vague-rejection,面试里的模糊否定,behaviors,2,go-home-collapse,description,什么也不做，任由那句话在脑子里反复播放。,,行为回应说明
7,interview-vague-rejection,面试里的模糊否定,behaviors,3,rewrite-interview-notes,label,整理面试复盘,,行为回应按钮主文案
7,interview-vague-rejection,面试里的模糊否定,behaviors,3,rewrite-interview-notes,description,把问题、回答和卡住的地方写下来。,,行为回应说明
7,interview-vague-rejection,面试里的模糊否定,behaviors,4,apply-next-one,label,投下一家,,行为回应按钮主文案
7,interview-vague-rejection,面试里的模糊否定,behaviors,4,apply-next-one,description,不让一次模糊否定结束今天的行动。,,行为回应说明
7,interview-vague-rejection,面试里的模糊否定,attributions,1,feedback-system-is-vague,label,这类反馈本来就很省事,,人格归因按钮主文案
7,interview-vague-rejection,面试里的模糊否定,attributions,1,feedback-system-is-vague,description,不是所有拒绝都值得你替它补全理由。,,人格归因说明
7,interview-vague-rejection,面试里的模糊否定,attributions,2,i-need-better-stories,label,我要把经历讲得更有抓手,,人格归因按钮主文案
7,interview-vague-rejection,面试里的模糊否定,attributions,2,i-need-better-stories,description,把模糊挫败转成下一版表达结构。,,人格归因说明
7,interview-vague-rejection,面试里的模糊否定,attributions,3,maybe-i-am-too-ordinary,label,可能我确实太普通了,,人格归因按钮主文案
7,interview-vague-rejection,面试里的模糊否定,attributions,3,maybe-i-am-too-ordinary,description,把结果收回自己身上，降低下一次期待。,,人格归因说明
7,interview-vague-rejection,面试里的模糊否定,attributions,4,protect-from-vague-judgment,label,我要少被模糊评价牵着走,,人格归因按钮主文案
7,interview-vague-rejection,面试里的模糊否定,attributions,4,protect-from-vague-judgment,description,把这次当成练习边界的提醒。,,人格归因说明
8,family-caring-denial,关心口吻里的否定,event,,family-caring-denial,title,关心口吻里的否定,,事件标题
8,family-caring-denial,关心口吻里的否定,event,,family-caring-denial,text,你说想换个方向试试，家人立刻说：“我们也是为你好，你别太理想化，稳定一点不好吗？”这句话听起来像关心，但你突然不知道该怎么继续解释自己的渴望。,,事件正文
8,family-caring-denial,关心口吻里的否定,firstReactions,1,care-feels-like-cage,text,他们说为我好，但我怎么觉得自己被关小了。,,第一反应选项，玩家可见
8,family-caring-denial,关心口吻里的否定,firstReactions,1,care-feels-like-cage,tone,压低,,内部倾向，可改但不会直接显示
8,family-caring-denial,关心口吻里的否定,firstReactions,2,they-are-worried,text,也许他们真的只是怕我以后吃苦。,,第一反应选项，玩家可见
8,family-caring-denial,关心口吻里的否定,firstReactions,2,they-are-worried,tone,体谅,,内部倾向，可改但不会直接显示
8,family-caring-denial,关心口吻里的否定,firstReactions,3,my-plan-needs-shape,text,如果我说不清计划，他们就会替我想象最坏结果。,,第一反应选项，玩家可见
8,family-caring-denial,关心口吻里的否定,firstReactions,3,my-plan-needs-shape,tone,整理,,内部倾向，可改但不会直接显示
8,family-caring-denial,关心口吻里的否定,firstReactions,4,dont-tell-them-next-time,text,算了，下次这种事先别告诉家里。,,第一反应选项，玩家可见
8,family-caring-denial,关心口吻里的否定,firstReactions,4,dont-tell-them-next-time,tone,收起,,内部倾向，可改但不会直接显示
8,family-caring-denial,关心口吻里的否定,attentionHooks,1,soft-control,label,柔软的控制,,注意力标题/标签
8,family-caring-denial,关心口吻里的否定,attentionHooks,1,soft-control,text,话是为你好，效果却是把你的选择压回去。,,注意力浮现文案
8,family-caring-denial,关心口吻里的否定,attentionHooks,1,soft-control,description,话是为你好，效果却是把你的选择压回去。,,注意力说明
8,family-caring-denial,关心口吻里的否定,attentionHooks,1,soft-control,type,tone,,注意力统计类型
8,family-caring-denial,关心口吻里的否定,attentionHooks,2,family-risk-frame,label,风险框架,,注意力标题/标签
8,family-caring-denial,关心口吻里的否定,attentionHooks,2,family-risk-frame,text,对方首先看到的是不稳定，而不是你的期待。,,注意力浮现文案
8,family-caring-denial,关心口吻里的否定,attentionHooks,2,family-risk-frame,description,对方首先看到的是不稳定，而不是你的期待。,,注意力说明
8,family-caring-denial,关心口吻里的否定,attentionHooks,2,family-risk-frame,type,structure,,注意力统计类型
8,family-caring-denial,关心口吻里的否定,attentionHooks,3,care-motive,label,对方的担心,,注意力标题/标签
8,family-caring-denial,关心口吻里的否定,attentionHooks,3,care-motive,text,他们可能真的害怕你受苦，只是不知道怎么支持。,,注意力浮现文案
8,family-caring-denial,关心口吻里的否定,attentionHooks,3,care-motive,description,他们可能真的害怕你受苦，只是不知道怎么支持。,,注意力说明
8,family-caring-denial,关心口吻里的否定,attentionHooks,3,care-motive,type,other-motive,,注意力统计类型
8,family-caring-denial,关心口吻里的否定,attentionHooks,4,need-erasure,label,需求被抹掉,,注意力标题/标签
8,family-caring-denial,关心口吻里的否定,attentionHooks,4,need-erasure,text,你的想尝试被翻译成不成熟和不现实。,,注意力浮现文案
8,family-caring-denial,关心口吻里的否定,attentionHooks,4,need-erasure,description,你的想尝试被翻译成不成熟和不现实。,,注意力说明
8,family-caring-denial,关心口吻里的否定,attentionHooks,4,need-erasure,type,hidden-belittling,,注意力统计类型
8,family-caring-denial,关心口吻里的否定,attentionHooks,5,old-family-script,label,熟悉的家庭脚本,,注意力标题/标签
8,family-caring-denial,关心口吻里的否定,attentionHooks,5,old-family-script,text,类似的话可能不止出现过一次。,,注意力浮现文案
8,family-caring-denial,关心口吻里的否定,attentionHooks,5,old-family-script,description,类似的话可能不止出现过一次。,,注意力说明
8,family-caring-denial,关心口吻里的否定,attentionHooks,5,old-family-script,type,long-term-signal,,注意力统计类型
8,family-caring-denial,关心口吻里的否定,attentionHooks,6,argument-risk,label,争执风险,,注意力标题/标签
8,family-caring-denial,关心口吻里的否定,attentionHooks,6,argument-risk,text,继续说下去，可能很快变成谁更懂生活。,,注意力浮现文案
8,family-caring-denial,关心口吻里的否定,attentionHooks,6,argument-risk,description,继续说下去，可能很快变成谁更懂生活。,,注意力说明
8,family-caring-denial,关心口吻里的否定,attentionHooks,6,argument-risk,type,hostility,,注意力统计类型
8,family-caring-denial,关心口吻里的否定,tags,1,they-dont-believe-me,label,他们其实不相信我,,事件标注按钮主文案
8,family-caring-denial,关心口吻里的否定,tags,1,they-dont-believe-me,description,把关心听成不信任和能力否定。,,事件标注说明
8,family-caring-denial,关心口吻里的否定,tags,2,they-are-afraid,label,他们只是害怕我吃亏,,事件标注按钮主文案
8,family-caring-denial,关心口吻里的否定,tags,2,they-are-afraid,description,先看见对方的焦虑，而不是只看见控制。,,事件标注说明
